pages,success_rate,norm_rating,norm_num_awards,norm_num_ratings
11,0.20108183246752692,0.772888888888889,0.013550135501355013,0.004338169978508833
12,0.201751918205679,0.7998000000000001,0.0024390243902439024,0.002329624042228209
13,0.20571880007130547,0.8046666666666668,0.008130081300813009,0.0019483710169291293
14,0.21659371085502363,0.81325,0.024390243902439025,0.004344355615216457
15,0.2087993689222613,0.779,0.024390243902439025,0.0074169878841672445
16,0.21878758947573432,0.8365,0.01829268292682927,0.0020649920492787897
17,0.21274791194600162,0.8344999999999999,0.006097560975609756,0.0042965258327870804
18,0.21593746371011677,0.828,0.016260162601626018,0.003229529637215021
20,0.20450930169741605,0.786,0.012195121951219513,0.007646962887225214
21,0.20504419550305952,0.8175,0.0,0.0026767820122381514
22,0.19964858596344862,0.7979999999999999,0.0,0.0005943438537945483
23,0.19111589313101596,0.759,0.0,0.005463572524063869
24,0.21024899295545557,0.8299047619047619,0.0034843205574912896,0.0041225688020778955
25,0.2054514033537379,0.796,0.012195121951219513,0.0014153695125125848
26,0.2130539347390308,0.8334285714285714,0.003484320557491289,0.011818526412569173
27,0.19976907519678166,0.798,0.0,0.0010763007871266272
28,0.22903201085482983,0.8146666666666667,0.048780487804878044,0.0039004011428965713
29,0.25114120204715296,0.881,0.06097560975609756,0.001613588676416624
30,0.22655757340757082,0.8268888888888889,0.03794037940379404,0.003460645933806369
31,0.18952686674674887,0.7566666666666667,0.0,0.0014408003203288597
32,0.22590830566201184,0.8449074074074074,0.026874435411020775,0.004976944418598357
33,0.1984758671304326,0.792,0.0,0.0019034685217304032
34,0.212113758017943,0.8171999999999999,0.014634146341463417,0.001986739388845154
35,0.2134964177322515,0.8526666666666666,0.0,0.0013190042623392997
36,0.195619305982016,0.7804,0.0,0.002077223928064007
37,0.2235920476876509,0.8375999999999999,0.014634146341463414,0.027499898067676786
38,0.21010858664886223,0.8046666666666668,0.016260162601626018,0.003247354725530231
39,0.19766556161573712,0.79,0.0,0.0006622464629483846
40,0.23039722848086863,0.8394901960784313,0.03873744619799139,0.004623825449060313
41,0.19091492453871703,0.763,0.0,0.0006596981548681309
42,0.20355159760652963,0.7959999999999999,0.008130081300813009,0.0019462278244924032
43,0.21114102258506645,0.8300000000000001,0.0,0.014564090340265777
44,0.2202833243003063,0.8168000000000001,0.02682926829268293,0.010674760615859414
45,0.19826158709149969,0.7919999999999999,0.0,0.0010463483659987225
46,0.23151437866339608,0.8340000000000001,0.04268292682926829,0.0066916609950476574
47,0.1913851400445575,0.7633333333333333,0.0,0.0022072268448966406
48,0.21293958071704072,0.8225862068965517,0.013036164844407064,0.0030997862827969276
49,0.20241545262656074,0.808,0.0,0.0016618105062429626
50,0.1997267668696465,0.78125,0.006097560975609756,0.005461945527366476
51,0.1899678970682173,0.7593333333333333,0.0,0.0005382549395358368
52,0.22591856993884596,0.83025,0.03353658536585366,0.006351109023676527
53,0.19563323652376277,0.7813333333333333,0.0,0.001199612761717774
54,0.2074562689424234,0.826,0.0,0.003825075769693586
55,0.1948480805818427,0.7683333333333334,0.0040650406504065045,0.0029289076932244805
56,0.20690906895598207,0.8144444444444444,0.0040650406504065045,0.005061750078670844
57,0.20272525228810062,0.8088571428571428,0.0,0.002043866295259632
58,0.20259502300051607,0.8072307692307692,0.0,0.0031493227712949892
59,0.19311926277839286,0.7695000000000001,0.0,0.0029770511135714262
60,0.20509505442535833,0.8,0.009146341463414635,0.0020875347746041107
61,0.20987769344020174,0.8256,0.0024390243902439024,0.00903272498031922
62,0.20537350946448313,0.8064545454545455,0.004434589800443459,0.006170312802500208
63,0.2033720085476787,0.8103333333333333,0.0,0.003154700857381521
64,0.20903020913977394,0.8060357142857143,0.010452961672473867,0.009179198928433652
65,0.20029585177262924,0.797,0.0,0.004183407090516949
66,0.19404221683984707,0.7745,0.0,0.0016688673593882805
67,0.19802393985867595,0.7864615384615384,0.001876172607879925,0.0018818757574054134
68,0.19942173087357568,0.7965,0.0,0.0011869234943027672
69,0.19696489712153575,0.7866666666666667,0.0,0.0011929218194762874
70,0.20446396182394166,0.8105000000000001,0.0020325203252032522,0.003290806645360198
71,0.19644038935011088,0.7828,0.0,0.002961557400443484
72,0.20631074302046626,0.7945,0.012195121951219513,0.00635272817942598
73,0.20286812623298905,0.8094285714285715,0.0,0.002043933503384825
74,0.20696153125545066,0.8153333333333334,0.005420054200542005,0.0016726832873853782
75,0.19752944588951626,0.7763333333333332,0.0040650406504065045,0.00565436892391876
76,0.21660511656914183,0.8363999999999999,0.009756097560975611,0.010508271154616175
77,0.19603494748745048,0.769,0.006097560975609756,0.0029446679985823568
78,0.20806529078939529,0.828,0.0,0.004261163157581099
79,0.19821012427509566,0.7739999999999999,0.008869179600886918,0.0011021378986088447
80,0.2031269438813463,0.8015135135135135,0.003955174686882004,0.003083912638107702
81,0.19808806858633982,0.7912,0.0,0.0011522743453592564
82,0.20608496204210763,0.8145714285714286,0.003484320557491289,0.002799778482019362
83,0.19447036251723956,0.7683333333333334,0.0040650406504065045,0.001418035434811927
84,0.2011914296756089,0.7886,0.007317073170731709,0.001531572360972152
85,0.20953740392257,0.8186666666666667,0.008130081300813009,0.003222786421987273
86,0.21766979499665245,0.8248888888888889,0.02168021680216802,0.0024298574933848535
87,0.19956129560239314,0.7971428571428572,0.0,0.0011023252667154448
88,0.21004447882901986,0.8145454545454546,0.011086474501108647,0.0034595117684074806
