bookId,title,new_isbn,new_author
6936382-anna-and-the-french-kiss,Anna and the French Kiss,140957993X,Stephanie Perkins
13497.A_Feast_for_Crows,A Feast for Crows,0739308742,George R. R. Martin
13152.The_Angel_Experiment,The Angel Experiment,031615556X,James Patterson
7735333-matched,Matched,9781909064249,Paul Nagel
43448.Flowers_in_the_Attic,Flowers in the Attic,8401490421,V. C. Andrews
7354.The_Shipping_News,The Shipping News,9789577085412,Annie Proulx
8664353-unbroken,"Unbroken: A World War II Story of Survival, Resilience and Redemption",9780812974492,Laura Hillenbrand
136116.The_Scarlet_Pimpernel,The Scarlet Pimpernel,9798412444031,"Emmuska Orczy, Baroness Orczy"
15717943-hopeless,Hopeless,9781476743554,Colleen Hoover
187181.The_Chosen,The Chosen,9785553671150,Chaim Potok
285092.High_Fidelity,High Fidelity,1573220167,Nick Hornby
18143977-all-the-light-we-cannot-see,All the Light We Cannot See,9798553294151,Omen King
249747.Artemis_Fowl,Artemis Fowl,0786808012,Eoin Colfer
19302.Pippi_Longstocking,Pippi Longstocking,1136741917,Bettina Kümmerling-Meibauer
3950967-the-tales-of-beedle-the-bard,The Tales of Beedle the Bard,8380082974,J. K. Rowling
10956.The_Virgin_Suicides,The Virgin Suicides,9781429960441,Jeffrey Eugenides
101299.The_Reader,The Reader,9781428051348,Ontario. Ministry of Education.
14866.Nineteen_Minutes,Nineteen Minutes,9780340935279,Jodi Picoult
12127810-the-house-of-hades,The House of Hades,9781410462039,Rick Riordan
33600.Shantaram,Shantaram,0356238474,Gregory David Roberts
397483.The_Devil_in_the_White_City,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",9781504044226,Worth Books
11422.Redeeming_Love,Redeeming Love,9780553293685,Francine Rivers
53835.The_Age_of_Innocence,The Age of Innocence,9781440574931,Edith Wharton
1656001.The_Host,The Host,0316034118,Stephenie Meyer
6411961-the-lost-symbol,The Lost Symbol,9788408099222,Dan Brown
6088007-neuromancer,Neuromancer,8758804110,William Gibson
676924.Betrayed,Betrayed,9780446615112,David Hosp
18114322-the-grapes-of-wrath,The Grapes of Wrath,9788429737042,John Steinbeck
50398.Northanger_Abbey,Northanger Abbey,9781772267877,Jane Austen
140225.The_Voyage_of_the_Dawn_Treader,The Voyage of the Dawn Treader,9788408062677,C. S. Lewis
11012.Dubliners,Dubliners,9781677008438,James Joyce
42900.Lover_Awakened,Lover Awakened,1429515082,J. R. Ward
16096824-a-court-of-thorns-and-roses,A Court of Thorns and Roses,2732472301,Sarah J. Maas
137791.Divine_Secrets_of_the_Ya_Ya_Sisterhood,Divine Secrets of the Ya-Ya Sisterhood,0060502401,Rebecca Wells
34080.The_Waste_Land,The Waste Land,9780453007702,Stephen King
2866718-untamed,Untamed,1905432097,Edgar Rice Burroughs
256566.Everything_Is_Illuminated,Everything Is Illuminated,9780061686672,Jonathan Safran Foer
17167166-crown-of-midnight,Crown of Midnight,9781511335171,Sarah J. Maas
59716.To_the_Lighthouse,To the Lighthouse,146368729X,Virginia Woolf
13214.I_Know_Why_the_Caged_Bird_Sings,I Know Why the Caged Bird Sings,9781615879229,Maya Angelou
41804.I_Robot,"I, Robot",9780385050487,Isaac Asimov
690926.The_Twilight_Collection,The Twilight Collection,1737644940,John Peragine
5308.The_Pearl,The Pearl,0553131834,John Steinbeck
18635016-the-one,The One,9780824077679,Longinus
41681.The_Jungle,The Jungle,9798530298288,Upton Sinclair
10592.Carrie,Carrie,1434493105,Theodore Dreiser
77142.Snow_Falling_on_Cedars,Snow Falling on Cedars,9780745179216,David Guterson
10987.Voyager,Voyager,1695611209,Virginia Woolf
18765.I_Claudius,"I, Claudius",0099273667,Robert Graves
20613470-heir-of-fire,Heir of Fire,9781408849620,Sarah J. Maas
4137.Me_Talk_Pretty_One_Day,Me Talk Pretty One Day,0316776963,David Sedaris
1326258.Chosen,Chosen,9785553671150,Chaim Potok
3087.A_Room_with_a_View,A Room with a View,9781463772338,E. M. Forster
31242.Bleak_House,Bleak House,9781717486837,Charles Dickens
30289.The_Republic,The Republic,9781576468708,G. A. Henty
84369.The_Last_Battle,The Last Battle,9781589972988,C. S. Lewis
179780.The_Exorcist,The Exorcist,9782221087725,William Peter Blatty
9293020-the-elephant-tree,The Elephant Tree,9780399222825,Penny Dale
17061.Coraline,Coraline,8374801182,Neil Gaiman
24861.Demian,Demian: Die Geschichte von Emil Sinclairs Jugend,Book not found,Author not found
16101128-the-5th-wave,The 5th Wave,9780606366403,Rick Yancey
6644117-the-iron-king,The Iron King,0778304345,Julie Kagawa
34384161-quantum-roots-ii,Quantum Roots II: Worm Holes,Book not found,Author not found
12000020-aristotle-and-dante-discover-the-secrets-of-the-universe,Aristotle and Dante Discover the Secrets of the Universe,9781442408920,Benjamin Alire Sáenz
93101.The_Arabian_Nights,The Arabian Nights,9781406526028,Andrew Lang
7740152-torment,Torment,9780007142880,Val McDermid
8709527-bloodlines,Bloodlines,5702008723,Sidney Sheldon
34521870-mistress-suffragette,Mistress Suffragette,9781946409072,Diana Forbes
5797.Vanity_Fair,Vanity Fair,9780140430356,William Makepeace Thackeray
43889.Wizard_s_First_Rule,Wizard's First Rule,9781857982305,Terry Goodkind
156538.North_and_South,North and South,9780192553409,Elizabeth Cleghorn Gaskell
30933.Brideshead_Revisited,Brideshead Revisited,9780316926348,Evelyn Waugh
14743.The_God_Delusion,The God Delusion,9789944315111,Richard Dawkins
31548.Of_Human_Bondage,Of Human Bondage,9781484089743,W. Somerset Maugham
40651883-snow-crash,Snow Crash,849620832X,Neal Stephenson
8908.World_War_Z,World War Z: An Oral History of the Zombie War,1467653225,Max Brooks
3682.A_Great_and_Terrible_Beauty,A Great and Terrible Beauty,9780385732314,Libba Bray
20448515-bared-to-you,Bared to You,9781491515259,Sylvia Day
11901.The_Witching_Hour,The Witching Hour,9782724273878,Anne Rice
8909.The_War_of_the_Worlds,The War of the Worlds,9781582876528,H. G. Wells
2800905-the-summoning,The Summoning,9781072433217,A. E. W. Mason
6150.Cry_the_Beloved_Country,"Cry, the Beloved Country",0582419468,Alan Paton
51606.Johnny_Got_His_Gun,Johnny Got His Gun,9780553142358,Dalton Trumbo
47401.Chocolat,Chocolat,9783548254920,Joanne Harris
1421990.Halfway_to_the_Grave,Halfway to the Grave,006154583X,Jeaniene Frost
49436.Three_Cups_of_Tea,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Book not found,Author not found
4268157-perfect-chemistry,Perfect Chemistry,9780802798220,Simone Elkeles
22328546-red-queen,Red Queen,1409176657,Victoria Aveyard
3777732-city-of-glass,City of Glass,1481455982,Cassandra Clare
6485421-the-mortal-instruments-boxed-set,The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass,Book not found,Author not found
5890.The_Woman_in_White,The Woman in White,0195810368,Wilkie Collins
960.Angels_Demons,Angels & Demons,9781417657810,Dan Brown
51738.Just_Listen,Just Listen,9780670061051,Sarah Dessen
70535.2001,2001: A Space Odyssey,ISBN not found,Stanley Kubrick
51737.The_Truth_About_Forever,The Truth About Forever,0670036390,Sarah Dessen
8667848-a-discovery-of-witches,A Discovery of Witches,9781410436337,Deborah E. Harkness
764347.Unwind,Unwind,9798534034240,Jenna Keller
135836.Trainspotting,Trainspotting,0099552175,Irvine Welsh
197084.Are_You_My_Mother_,Are You My Mother?,9780001713222,P. D. Eastman
4799.Cannery_Row,Cannery Row,9781850891093,John Steinbeck
12957.Much_Ado_About_Nothing,Much Ado About Nothing,3423127546,William Shakespeare
12749.Swann_s_Way,Swann's Way,1675592047,Marcel Proust
556602.Sarah_s_Key,Sarah's Key,0786299231,Tatiana de Rosnay
420282.The_Polar_Express,The Polar Express,980257046X,Chris Van Allsburg
2299110.Acheron,Acheron,0312362153,Sherrilyn Kenyon
32049.Lady_Chatterley_s_Lover,Lady Chatterley's Lover,9780713999518,David Herbert Lawrence
16248068-the-elite,The Elite,9788499186139,Kiera Cass
10637766-silence,Silence,0312924585,Thomas Harris
40611328-ishmael,Ishmael,9781148097923,Emma Dorothy Eliza Nevitte Southworth
4009.Nine_Stories,Nine Stories,0613174062,J. D. Salinger
11408650-the-unbecoming-of-mara-dyer,The Unbecoming of Mara Dyer,9780857073631,Michelle Hodkin
838729.The_Return_of_the_King,The Return of the King,9789532202816,J.R.R. Tolkien
18460392-all-the-bright-places,All the Bright Places,9780141357034,Jennifer Niven
1898.Into_Thin_Air,Into Thin Air: A Personal Account of the Mount Everest Disaster,Book not found,Author not found
31463.Far_From_the_Madding_Crowd,Far From the Madding Crowd,0330241907,Thomas Hardy
29908754-the-zombie-room,The Zombie Room,9781846247194,R. D. Ronald
7747374-i-am-number-four,I Am Number Four,0062287656,Pittacus Lore
15863832-angelfall,Angelfall,9781469222363,Susan Ee
140077.Dead_to_the_World,Dead to the World,9866712818,Charlaine Harris
2156.Persuasion,Persuasion,9788484505501,Jane Austen
41014505-the-bronze-horseman,The Bronze Horseman,9780060199265,Paullina Simons
56728.You_Are_Special,You Are Special,1859855423,Max Lucado
518848.Sabriel,Sabriel,9782290329368,Garth Nix
3591262-cutting-for-stone,Cutting for Stone,030727134X,Abraham Verghese
92307.Being_and_Time,Being and Time,9780511284786,Paul Gorner
179064.The_Goose_Girl,The Goose Girl,142184737X,Harold MacGrath
31122.I_Capture_the_Castle,I Capture the Castle,0573011931,Dodie Smith
40611510-the-last-lecture,The Last Lecture,1401395511,Randy Pausch
13188676-ignite-me,Ignite Me,006208559X,Tahereh Mafi
92517.The_Glass_Menagerie,The Glass Menagerie,3140438141,Tennessee Williams
1625.Twelfth_Night,Twelfth Night,9781081318512,William Shakespeare
10576365-the-darkest-minds,The Darkest Minds,1368022456,Alexandra Bracken
36236125-invisible-monsters,Invisible Monsters,0393319296,Chuck Palahniuk
11899.The_Hours,The Hours,9788877462954,William Butler Yeats
40909452-drums-of-autumn,Drums of Autumn,9780385311403,Diana Gabaldon
305234.Wicked_Lovely,Wicked Lovely,0061214671,Melissa Marr
366522.P_S_I_Love_You,P.S. I Love You,3446254803,Jenny Han
18006496-queen-of-shadows,Queen of Shadows,9780002241472,Raymond E. Feist
4134071-hunted,Hunted,1703133811,Charles Dickens
5326.A_Christmas_Carol,A Christmas Carol,9798784369857,Charles Dickens
24128.The_Merchant_of_Venice,The Merchant of Venice,9781903342282,William Shakespeare
29127.The_Last_Unicorn,The Last Unicorn,0839824254,Peter S. Beagle
8337.Little_House_in_the_Big_Woods,Little House in the Big Woods,5740603080,Laura Ingalls Wilder
77566.Hyperion,Hyperion,9781414254593,Henry Wadsworth Longfellow
12497.No_Country_for_Old_Men,No Country for Old Men,0330474774,Cormac McCarthy
30868.The_Bean_Trees,The Bean Trees,006143339X,Barbara Kingsolver
17675462-the-raven-boys,The Raven Boys,9788467563368,Maggie Stiefvater
78411.The_Bad_Beginning,The Bad Beginning,9781784230050,Lemony Snicket
15638.Cyrano_de_Bergerac,Cyrano de Bergerac,9781600452963,Edmond Rostand
7967.Speaker_for_the_Dead,Speaker for the Dead,0785135863,Orson Scott Card
902.The_Westing_Game,The Westing Game,9781561374656,Ellen Raskin
5439.Interpreter_of_Maladies,Interpreter of Maladies,9780395927205,Jhumpa Lahiri
7090447-the-red-pyramid,The Red Pyramid,0307745228,Rick Riordan
17333223-the-goldfinch,The Goldfinch,9780316239875,Donna Tartt
5527.All_the_King_s_Men,All the King's Men,0156030969,Robert Penn Warren
13006.Julius_Caesar,Julius Caesar,0833511114,William Shakespeare
40593473-finding-hope-in-the-darkness-of-grief,"Finding Hope in the Darkness of Grief: Spiritual Insights Expressed Through Art, Poetry and Prose",Book not found,Author not found
77390.Anne_of_Avonlea,Anne of Avonlea,9798748833677,Lucy Maud Montgomery
7723542-a-dog-s-purpose,A Dog's Purpose,1410432637,W. Bruce Cameron
227571.Peace_Like_a_River,Peace Like a River,9781472154491,Leif Enger
80660.We_Need_to_Talk_About_Kevin,We Need to Talk About Kevin,0062119044,Lionel Shriver
25480342-a-monster-calls,A Monster Calls,0763680818,Patrick Ness
567678.The_Wasp_Factory,The Wasp Factory,9780517626214,Iain M. Banks
10534.The_Art_of_War,The Art of War,9781590305478,Sun Tzu
60510.Poison_Study,Poison Study,9781848451162,Maria V. Snyder
23522.Mythology,Mythology,9780316223348,Edith Hamilton
15241.The_Two_Towers,The Two Towers,9788673480688,J.R.R. Tolkien
17125.One_Day_in_the_Life_of_Ivan_Denisovich,One Day in the Life of Ivan Denisovich,9780590051903,Alexander Solzhenitsyn
43758.The_Queen_of_the_Damned,The Queen of the Damned,0708843379,Anne Rice
27523.Left_Behind,Left Behind,9780786248957,Tim F. LaHaye
27003.The_Eyre_Affair,The Eyre Affair,0340841842,Jasper Fforde
7664041-inheritance,Inheritance,0553205536,Jerome Lawrence
6482837-before-i-fall,Before I Fall,0061987492,Lauren Oliver
59219.The_Talisman,The Talisman,9781406821536,Sir Walter Scott
8492825-where-she-went,Where She Went,9781594138553,Gayle Forman
121749.Prince_Caspian,Prince Caspian,0006716644,C. S. Lewis
10441.The_Memory_Keeper_s_Daughter,The Memory Keeper's Daughter,9780786276929,Kim Edwards
20758104-the-knife-of-never-letting-go,The Knife of Never Letting Go,9781406310252,Patrick Ness
7304203-shadowfever,Shadowfever,9780385341677,Karen Marie Moning
2536134.Gone,Gone,9788804496014,Margaret Mitchell
15622.Native_Son,Native Son,0060929804,Richard Wright
110737.Seabiscuit,Seabiscuit: An American Legend,ISBN not found,Laura Hillenbrand
682804.The_Killer_Angels,The Killer Angels,9781565111769,Michael Shaara
17841.Foucault_s_Pendulum,Foucault's Pendulum,ISBN not found,Uberto Eco
7631105-the-scorch-trials,The Scorch Trials,1909489417,James Dashner
112750.Darkfever,Darkfever,142331977X,Karen Marie Moning
3867.The_History_of_Love,The History of Love,9781379427070,Ovid
374233.If_on_a_Winter_s_Night_a_Traveler,If on a Winter's Night a Traveler,9780088619451,Italo Calvino
24768.Pretties,Pretties,9780613573191,Mary Higgins Clark
7869.The_Bourne_Identity,The Bourne Identity,9780553143003,Robert Ludlum
17332218-words-of-radiance,Words of Radiance,9780575097438,Brandon Sanderson
41219.Possession,Possession,9780394586236,A. S. Byatt
415.Gravity_s_Rainbow,Gravity's Rainbow,9780670348329,Thomas Pynchon
2767.A_People_s_History_of_the_United_States,A People's History of the United States,9781565847255,Howard Zinn
547094.I_Am_Legend_and_Other_Stories,I Am Legend and Other Stories,9780312865047,Richard Matheson
3869.A_Brief_History_of_Time,A Brief History of Time,9781586638627,Stephen Hawking
1554.Oedipus_Rex,Oedipus Rex,9781420977691,Sophocles
13206760-scarlet,Scarlet,1775413470,"Emmuska Orczy, Baroness Orczy"
13831.Alanna,Alanna: The First Adventure,Book not found,Author not found
38311414-house-of-sand-and-fog,House of Sand and Fog,9780786232369,Andre Dubus III
2203.John_Adams,John Adams,9781430445319,John Quincy Adams
6853.One_for_the_Money,One for the Money,9780312364823,Janet Evanovich
13642.A_Wizard_of_Earthsea,A Wizard of Earthsea,9780553234619,Ursula K. Le Guin
11250317-the-song-of-achilles,The Song of Achilles,0753189607,Madeline Miller
304027.Lover_Unbound,Lover Unbound,142954452X,J. R. Ward
14290364-champion,Champion,0140328734,Roald Dahl
89717.The_Haunting_of_Hill_House,The Haunting of Hill House,9789020415742,Shirley Jackson
77197.Assassin_s_Apprentice,Assassin's Apprentice,8498007089,Robin Hobb
20820994-i-ll-give-you-the-sun,I'll Give You the Sun,8375153540,Jandy Nelson
10357575-1q84,1Q84,9788579622052,村上春樹
196970.The_Night_Before_Christmas,The Night Before Christmas,0816712107,Clement Clarke Moore
99300.The_Yellow_Wallpaper_and_Other_Stories,The Yellow Wallpaper and Other Stories,9780146001703,Charlotte Perkins Gilman
16286.The_Magus,The Magus,0613173627,John Fowles
46756.Oryx_and_Crake,Oryx and Crake,9789955086635,Margaret Atwood
6262365-tempted,Tempted,142641210X,Edward Phillips Oppenheim
13206828-cress,Cress,0141971754,Marissa Meyer
17212231-inferno,Inferno,9780393977967,Dante Alighieri
10965.A_Breath_of_Snow_and_Ashes,A Breath of Snow and Ashes,9781446494295,Diana Gabaldon
47989.Night_Watch,Night Watch,9781406518221,W. W. Jacobs
4953.A_Heartbreaking_Work_of_Staggering_Genius,A Heartbreaking Work of Staggering Genius,0684863472,Dave Eggers
1431.Veronika_Decides_to_Die,Veronika Decides to Die,0061194840,Paulo Coelho
29588376-the-lies-of-locke-lamora,The Lies of Locke Lamora,1596061049,Scott Lynch
8682.Jitterbug_Perfume,Jitterbug Perfume,9789755391014,Tom Robbins
6882.Papillon,Papillon,9783217001220,Henri Charrière
14249.Prodigal_Summer,Prodigal Summer,9780061839924,Barbara Kingsolver
3388.Corelli_s_Mandolin,Corelli's Mandolin,3596136571,Louis de Bernières
852470.I_d_Tell_You_I_Love_You_But_Then_I_d_Have_to_Kill_You,"I'd Tell You I Love You, But Then I'd Have to Kill You",1417771992,Ally Carter
44790978-matching-configurations,Matching Configurations: QUANTUM ROOTS III,Book not found,Author not found
10967.The_Fiery_Cross,The Fiery Cross,9780671654559,Wyn Craig Wade
88077.The_Magic_Mountain,The Magic Mountain,9781469658605,Hermann J. Weigand
452306.The_Sisterhood_of_the_Traveling_Pants,The Sisterhood of the Traveling Pants,0786239662,Ann Brashares
6295.Howl_and_Other_Poems,Howl and Other Poems,0872860175,Allen Ginsberg
3980.From_the_Mixed_Up_Files_of_Mrs_Basil_E_Frankweiler,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,0440800285,E. L. Konigsburg
2967752-the-elegance-of-the-hedgehog,The Elegance of the Hedgehog,1913547159,Muriel Barbery
323355.The_Book_of_Mormon,The Book of Mormon: Another Testament of Jesus Christ,ISBN not found,"Joseph Smith, Jr."
55030.Cosmos,Cosmos,0801855020,Alexander von Humboldt
2052.The_Big_Sleep,The Big Sleep,9780563478300,Raymond Chandler
19351490-grimm-s-fairy-tales,Grimm's Fairy Tales,9781078072878,Wilhelm Grimm
18334354-quantum-roots,Quantum Roots,9781478392675,Kyle Keyes
3478.Message_in_a_Bottle,Message in a Bottle,0446523569,Nicholas Sparks
22299763-crooked-kingdom,Crooked Kingdom,9781250132895,Leigh Bardugo
76401.Bury_My_Heart_at_Wounded_Knee,Bury My Heart at Wounded Knee: An Indian History of the American West,ISBN not found,Dee Brown
13414446-prodigy,Prodigy,9782013971324,Marie Lu
35519.The_Power_of_Myth,The Power of Myth,1857022114,Warren Farrell
1582996.City_of_Ashes,City of Ashes,1481425986,Cassandra Clare
7061.The_No_1_Ladies_Detective_Agency,The No. 1 Ladies' Detective Agency,444441698X,Alexander McCall Smith
73968.Love_Story,Love Story,1480443816,Sir Max Beerbohm
27266.Glass_Houses,Glass Houses,0263135829,Michelle Reid
33507.Twenty_Thousand_Leagues_Under_the_Sea,Twenty Thousand Leagues Under the Sea,9798463321336,ColorLab ColorLab Series
9416.Confessions_of_a_Shopaholic,Confessions of a Shopaholic,0965075095,Sophie Kinsella
42898.Lover_Revealed,Lover Revealed,1429530227,J. R. Ward
14995.Odd_Thomas,Odd Thomas,000779648X,Dean Koontz
16081272-the-edge-of-never,The Edge of Never,1306743168,J. A. Redmerski
41423092-the-awakening,The Awakening: Fate in Motion,Book not found,Author not found
