bookId,new_author,clean_author,birthplace,latlong,author_used
16074553-the-apple-orchard,Susan Wiggs,Susan Wiggs,,,2
89623.Bad_Dirt,Annie Proulx,Annie Proulx,"Norwich, Connecticut",41.55027777777778 -72.0875,1
18622130-the-spook-s-revenge,Joseph Delaney,Joseph Delaney,"Preston, Lancashire",53.759 -2.699,1
25053272-the-establishment,Owen Peter Jones,Owen Jones,South Yorkshire,53.5 -1.3333333333333333,1
180089.Mind_Power_Into_the_21st_Century,,John Kehoe,,,2
5946601-brain-rules,John Medina,John Medina,,,2
21858914-finding-it---alles-ist-leichter-mit-dir,Cora Carmack,Cora Carmack,,,2
246849.The_Discipline_of_Grace,,Jerry Bridges,,,2
6185409-the-fiend-and-the-forge,Henry H. Neff,Henry H. Neff,,,2
511655.The_Worry_Website,Jacqueline Wilson,Jacqueline Wilson,"Bath, Somerset",51.38 -2.36,1
17379323-oliver-s-hunger,Tina Folsom,Tina Folsom,,,2
12880428-the-wolf-gift,Anne Rice,Anne Rice,"New Orleans, Louisiana",,1
12595.Delta_Wedding,Eudora Welty,Eudora Welty,"Jackson, Mississippi",32.29888888888889 -90.18472222222222,1
13507796-death-at-seaworld,,David Kir,,,2
10284324-pie,Beatrix Potter,Sarah Weeks,"Ann Arbor, Michigan",42.28138888888889 -83.74833333333333,1
25898265-username,Sugg  Joe,Joe Sugg,Wiltshire,51.333333333333336 -1.9166666666666665,1
3772405-l-homme-qui-voulait-tre-heureux,Laurent Gounelle,Laurent Gounelle,,,2
17232261-songs-of-willow-frost,Jamie Ford,Jamie Ford,"Eureka, CA",,1
30687916-silence-fallen,Patricia Briggs,Patricia Briggs,"Butte, Montana",45.99888888888889 -112.52416666666667,1
11888804-raven-calls,C. E. Murphy,C.E. Murphy,"Kenai, Alaska",60.55861111111111 -151.22972222222222,2
20734002-the-weight-of-feathers,Brian Conaghan,Anna-Marie McLemore,,,2
26615962-the-fire-between-high-lo,Brittainy C. Cherry,Brittainy C. Cherry,,,2
28693701-the-boy-is-back,Nina Harrington,Meg Cabot,"Bloomington, Indiana",39.16222222222222 -86.52916666666667,1
22571731-the-collector,Frederick James Britten,Nora Roberts,"Silver Spring, Maryland",39.002441 -77.020791,1
6885124-efr-siy-b-n-hik-yeleri,,İhsan Oktay Anar,,,2
36287776-auferstehung,Ulrich Wilckens,Derek Landy,"Lusk, Dublin",53.526 -6.167,1
35830464-kolonel-chabert,,Honoré de Balzac,Tours,47.393611 0.689167,1
25176.The_Man_With_a_Load_of_Mischief,Martha Grimes,Martha Grimes,,,2
22076.From_a_Buick_8,Stephen King,Stephen King,Maine,45.0 -69.0,1
34612420-don-t-wake-up,Liz Lawler,Liz Lawler,,,2
15762186-benediction,F. Scott Fitzgerald,Kent Haruf,"Pueblo, Colorado",38.26694444444445 -104.62027777777777,1
33732.Anyone_But_You,Rupert Thomson,Jennifer Crusie,"Wapakoneta, Ohio",40.575833333333335 -84.19277777777778,1
31371228-posted,Edwin M. Yamauchi,John David Anderson,Indiana,40.0 -86.0,1
7547710,Maḥfūẓ Ayyūb,Richard Templar,,,2
28696602-i-m-judging-you,,Luvvie Ajayi Jones,,,2
28587698-the-heavens-may-fall,Steven M. Wise,Allen Eskens,,,2
30653967-the-women-in-the-castle,Jessica Shattuck,Jessica Shattuck,,,2
774964.If_You_Liked_School_You_ll_Love_Work,Irvine Welsh,Irvine Welsh,Leith,55.98 -3.17,1
13643163-the-witch-of-duva,Leigh Bardugo,Leigh Bardugo,Jerusalem,,1
34851664-the-chase,James Fenimore Cooper,Elle Kennedy,"Burlington, New Jersey",40.078307 -74.853328,2
34513785-sky-without-stars,Jessica Brody,Jessica Brody,,,2
124929.Strong_Medicine,Arthur Hailey,Arthur Hailey,Bedfordshire,52.083333333333336 -0.4166666666666667,1
31226744-mr-lemoncello-s-great-library-race,Chris Grabenstein,Chris Grabenstein,,,2
33832831-we-are-never-meeting-in-real-life,Samantha Irby,Samantha Ir,,,2
34713327-kas-yra-istorija,,Edward Hallett Carr,,,2
33961524-noah-can-t-even,Simon James Green,Simon James Green,,,2
30351390-m-t-ch-trong-i,,Annie Ernaux,Lillebonne,49.5189 0.5343,1
1926982.Die_W_rter,Jean-Paul Sartre,Jean-Paul Sartre,,,2
39088507-dear-evan-hansen,Val Emmich,Val Emmich,"Manalapan Township, New Jersey",40.282353 -74.346564,1
352828.Kingdom_s_Dawn,Chuck Black,Chuck Black,,,2
52761268-dear-emmie-blue,Lia Louis,Lia Louis,,,2
13570162-flight,George MacDonald,Alyssa Rose Ivy,Aberdeenshire (traditional),,2
54672428-our-way,Isaac Asimov,T.L. Swan,Petrovichi,53.975 32.15888888888889,2
34945597-the-great-passage,Michel Peissel,Shion Miura,Tokyo,35.68972222222222 139.69222222222223,1
29637369-my-guardian,Sylvie Weil,Alanea Alder,,,2
1087176.Chobits_Vol_5,Clamp,CLAMP,,,2
22321.All_Tomorrow_s_Parties,William Gibson,William Gibson,"Conway, South Carolina",33.838055555555556 -79.05611111111111,1
260811.God_Is_Love,Joseph Ratzinger,Benedict XVI,,,2
39980.A_Year_Down_Yonder,Richard Peck,Richard Peck,,,2
131793.An_American_Dream,Norman Mailer,Norman Mailer,"Long Branch, New Jersey",40.295372 -73.989899,1
218152.The_Three_Questions,Jon J. Muth,Jon J. Muth,,,2
69559.A_Hope_in_the_Unseen,,Ron Suskind,"Kingston, New York",41.916666666666664 -74.0,1
420278.The_Complete_Poems_1927_1979,,Elizabeth Bishop,"Worcester, Massachusetts",,1
364223.The_Genesis_Code,John Case,John Case,,,2
8568.Odds_Against,Rosie Harris,Dick Francis,Pembrokeshire,51.845 -4.842222222222222,1
8826.Dead_Famous,Carol O'Connell,Ben Elton,London,51.507222222222225 -0.1275,1
302424.Rogue_Warrior,Richard Marcinko,Richard Marcinko,,,2
4195038-the-highwayman-of-tanglewood,Marcia Lynn McClure,Marcia Lynn McClure,,,2
707088.Love_Com_Vol_2,Aya Nakahara,Aya Nakahara,,,2
238961.Killashandra,Anne McCaffrey,Anne McCaffrey,"Cambridge, Massachusetts",42.37361111111111 -71.11055555555555,1
166177.Sanditon,,Jane Austen,"Steventon, Hampshire",51.2303 -1.2189,1
27646.The_Whole_World_Over,Julia Glass,Julia Glass,Boston,42.360277777777775 -71.05777777777777,1
476494.Heart_of_the_Dragon,Sharon Schulze,Gena Showalter,Oklahoma,35.0 -98.0,1
60291.Battle_Angel_Alita_Volume_02,,Yukito Kishiro,,,2
95608.Leota_s_Garden,Francine Rivers,Francine Rivers,,,2
361081.Pacific_Vortex_,Clive Cussler,Clive Cussler,"Aurora, Illinois",41.763888888888886 -88.29,1
2516238.Because_Your_Vampire_Said_So,Michele Bardsley,Michele Bardsley,,,2
154293.Linked,,Albert-László Barabási,Romania,44.416666666666664 26.1,1
151374.So_Long_a_Letter,Cengage Learning Gale,Mariama Bâ,Dakar,14.692777777777778 -17.446666666666665,1
822200.The_Society_of_S,United States. Congress. Senate. Committee on Rules and Administration.,Susan Hubbard,New York (state),43.0 -76.0,1
3196717-thunder-and-ashes,Z. A. Recht,Z.A. Recht,,,2
10183211-damian-s-oracle,Lizzy Ford,Lizzy Ford,,,2
3581328-superman,Geoff Johns,Geoff Johns,Detroit,42.33138888888889 -83.04583333333333,1
1779929.The_Middle_Place,Kelly Corrigan,Kelly Corrigan,"Radnor, Pennsylvania",40.04611111111111 -75.36,1
267102.Framley_Parsonage,Anthony Trollope,Anthony Trollope,,,2
2025787.Mad_Dogs,James Grady,Robert Muchamore,England,51.5 -0.11666666666666667,1
352780.Deepsix,Jack McDevitt,Jack McDevitt,,,2
28635.Identity,Robert Ludlum,Milan Kundera,Brno,49.1925 16.608333333333334,1
515601.The_C_Programming_Language,Brian W. Kernighan,Brian W. Kernighan,,,2
7278720-a-matter-of-magic,Patricia C. Wrede,Patricia C. Wrede,,,2
558654.Dawnspell,Katharine Kerr,Katharine Kerr,"Cleveland, Ohio",,1
3568996-beyond-this-moment,Tamera Alexander,Tamera Alexander,"DeKalb County, Georgia",33.77 -84.23,1
11955586-shadow-demons,Robert Westall,Sarra Cannon,North Shields,55.0097 -1.4448,2
803449.A_Fine_Passion,Stephanie Laurens,Stephanie Laurens,Ceylon,,1
116254.Mind_of_My_Mind,Octavia E. Butler,Octavia E. Butler,"Pasadena, California",34.15611111111111 -118.13194444444444,1
6570016-a-gift-of-grace,Inglath Cooper,Amy Clipston,,,2
8255649-so-over-you,Kate Meader,Gwen Hayes,,,2
1520896.Les_Fourberies_de_Scapin,Molière,Molière,Paris,48.856613 2.352222,1
7453869-los-de-abajo,Mariano Azuela,Mariano Azuela,,,2
1509544.Bahnw_rter_Thiel,Gerhart Hauptmann,Gerhart Hauptmann,Province of Silesia,51.11666666666667 17.033333333333335,1
11824848-vampire-shift,Tim O'Rourke,Tim O'Rourke,Chicago,41.88194444444444 -87.62777777777778,1
9761341-the-accidental-hero,John Stivers,Joshua Graham,,,2
14759955-snow-white-blood-red,Ellen Datlow,Cameron Jace,,,2
896629.Petals_on_the_River,Kathleen E. Woodiwiss,Kathleen E. Woodiwiss,"Alexandria, Louisiana",31.29277777777778 -92.45916666666666,1
43576.Twentieth_Century_Eightball,Daniel Clowes,Daniel Clowes,"Chicago, Illinois",,1
12505316-magic-graves,Thea Atkinson,Jeaniene Frost,,,2
2116927.The_Private_Lives_of_Pippa_Lee,Rebecca Miller,Rebecca Miller,"Roxbury, Connecticut",41.551944444444445 -73.3025,1
223797.Love_and_Logic_Magic_for_Early_Childhood,Jim Fay,Jim Fay,,,2
116295.Guards_Guards_,Stephen Briggs,Stephen Briggs,,,2
259920.Marvin_K_Mooney_Will_You_Please_Go_Now_,Dr. Seuss,Dr. Seuss,"Springfield, Massachusetts",42.10138888888889 -72.59027777777777,1
142462.Flashman_and_the_Redskins,George MacDonald Fraser,George MacDonald Fraser,Carlisle,54.891 -2.944,1
16130371-carniepunk,Rob Thurman,Rachel Caine,United States,38.88333333333333 -77.01666666666667,1
233692.The_Far_Side_Gallery_4,Gary Larson,Gary Larson,Washington (state),47.33 -121.62,1
25492.The_Art_of_Being,Richard Paul Janaro,Erich Fromm,German Empire,52.516666666666666 13.4,1
97381.The_Queen_of_Spades_and_Other_Stories,Aleksandr Sergeyevich Pushkin,Alexander Pushkin,Russian Empire,,1
12553276-the-lost-years,J. M. Dillard,Mary Higgins Clark,"Bronx, New York",,1
211099.Losing_My_Virginity,,Richard Branson,,,2
267219.Backstage_Prince_Vol_1,,Kanoko Sakurakouji,,,2
9748208-a-weekend-with-mr-darcy,Victoria Connelly,Victoria Connelly,,,2
6534932-official-book-club-selection,,Kathy Griffin,,,2
22613.Simulacra_and_Simulation,Jean Baudrillard,Jean Baudrillard,Reims,49.2628 4.0347,1
116326.Book_Lust,,Nancy Pearl,,,2
840043.The_Rise_and_Fall_of_the_Great_Powers,,Paul Kennedy,Wallsend,54.991 -1.534,1
60179.The_Lost_Princess_of_Oz,L. Frank Baum,L. Frank Baum,"Chittenango, New York",43.045833333333334 -75.87388888888889,1
12312770-four-sisters-all-queens,Sherry Jones,Sherry Jones,"Nashville, Tennessee",36.16222222222222 -86.77444444444444,1
18002175-once-upon-a-prince,Rachel Hauck,Rachel Hauck,,,2
17774609-girl-with-guitar,Caisey Quinn,Caisey Quinn,,,2
662277.Flim_Flam_,,James Randi,Toronto,43.74166666666667 -79.37333333333333,1
2452383.The_Chimes,Charles Dickens,Charles Dickens,Portsmouth,50.80583333333333 -1.0872222222222223,1
14742449-another-forgotten-child,Cathy Glass,Cathy Glass,,,2
1279604.Garcia_Marquez,,Stephen M. Hart,,,2
24937.Wicked,,David Cote,,,2
106590.Lincoln,Carl Sandburg,David Herbert Donald,"Goodman, Mississippi",32.96805555555556 -89.9125,1
9490038-beautiful-days,Bret Bret Schmeler,Anna Godbersen,,,2
9047584-jamie-s-30-minute-meals,Jamie Oliver,Jamie Oliver,,,2
13367570-the-forgotten-child,Lorhainne Eckhart,Lorhainne Eckhart,,,2
121173.The_Far_Side,Patrick O'Brian,Gary Larson,Washington (state),47.33 -121.62,1
12846.Fire_from_Within,Carlos Castaneda,Carlos Castañeda,Cajamarca,,2
116722.Sahara_Special,Esme Raji Codell,Esmé Raji Codell,,,2
821380.Myths_to_Live_By,Joseph Campbell,Joseph Campbell,,,2
18053047-maybe-one-day,Melissa Kantor,Melissa Kantor,,,2
18079501-a-mad-wicked-folly,Sharon Biggs Waller,Sharon Biggs Waller,,,2
15816410-grave-visions,Kalayna Price,Kalayna Price,,,2
13552225-skin-deep,Nora Roberts,Pamela Clare,"Silver Spring, Maryland",39.002441 -77.020791,2
175827.People_of_the_Lakes,Richard E. Leakey,Kathleen O'Neal Gear,"Tulare, California",36.20666666666666 -119.3425,1
3972855-in-the-dark,Ethel Lina White,Brian Freeman,Monmouthshire (historic),51.666666666666664 -3.0,2
119030.The_Snow_Garden,Christopher Rice,Christopher Rice,,,2
249398.Sunshine_Sketches_of_a_Little_Town,Stephen Leacock,Stephen Leacock,Hampshire,51.0575 -1.3075,1
107781.The_Gift,O. Henry,Julie Garwood,"Kansas City, Missouri",39.09972222222222 -94.57833333333333,1
22716453-inferno,Dante Alighieri,L. Wilder,Republic of Florence,43.769444444444446 11.25611111111111,2
1355465.How_Fiction_Works,James Wood,James Wood,,,2
17909617-burn,Jack London,C.D. Reiss,California,35.491035 -119.347852,2
1330198.Kleider_machen_Leute,Gottfried Keller,Gottfried Keller,Zürich,47.37444444444444 8.54111111111111,1
79649.The_Seagull,Joseph Kelly,Anton Chekhov,Russian Empire,,1
22585534-max-havelaar,Multatuli,Multatuli,United Kingdom of the Netherlands,,1
8637521-grey-s-awakening,Cameron Dane,Cameron Dane,,,2
44766.Purple_Cane_Road,James Lee Burke,James Lee Burke,Houston,29.762777777777778 -95.38305555555556,1
18691078-attack-on-titan,,Hajime Isayama,"Ōyama, Ōita",,1
958521.The_Last_Hellion,Loretta Lynda Chase,Loretta Chase,United States,38.88333333333333 -77.01666666666667,1
18686776-zero-s-return,Pittacus Lore,Sara King,,,2
21750448-a-french-girl-in-new-york,Anna Adams,Anna Adams,"Richmond, London",51.456 -0.301,1
6871413-the-shadow-project,Herbie Brennan,Scott Mariani,,,2
5784403-beauty-and-the-beast,King Book123,Jeanne-Marie Leprince de Beaumont,Rouen,49.44277777777778 1.0886111111111112,1
28000.Postcards,Pavilion Books,Annie Proulx,"Norwich, Connecticut",41.55027777777778 -72.0875,1
18008075-the-dancing-master,Gary Zukav,Julie Klassen,"Port Arthur, Texas",29.885 -93.94,2
32377.I_Don_t_Want_To_Be_Crazy,Samantha Schutz,Samantha Schutz,,,2
7877565-siren-song,Eleanor Alice Burford Hibbert,Cat Adams,,,2
1556093.Ghost_Stories_of_an_Antiquary,Montague Rhodes James,M.R. James,,,2
6633798-a-distant-melody,Sarah Sundin,Sarah Sundin,,,2
13072658-how-to-steal-a-dragon-s-sword,,Cressida Cowell,London,51.507222222222225 -0.1275,1
11607961-never-say-genius,Dan Gutman,Dan Gutman,"New York City, New York",,1
23309553-ruthless,Jerome Preisler,Carolyn Lee Adams,,,2
17262197-the-wolves-of-midwinter,Anne Rice,Anne Rice,"New Orleans, Louisiana",,1
24375711-i-totally-funniest,,James Patterson,"Newburgh, New York",41.51972222222222 -74.0213888888889,1
13702224-river-s-run,Norman  Maclean,S.E. Smith,,,2
13642528-the-terrible-thing-that-happened-to-barnaby-brocket,John Boyne,John Boyne,Dublin,53.35 -6.260277777777778,1
24968.Fear_and_Trembling_Repetition,Søren Kierkegaard,Søren Kierkegaard,Denmark,56.0 10.0,1
27539.On_Intelligence,Sheikh Hasina,Jeff Hawkins,"Huntington, New York",40.86 -73.35222222222222,1
595415.The_Ice_Queen,Alice Hoffman,Alice Hoffman,New York City,40.71277777777778 -74.00611111111111,1
140524.The_Unexpected_Mrs_Pollifax,Dorothy Gilman,Dorothy Gilman,"New Brunswick, New Jersey",40.486678 -74.444414,1
15803758-mountain-echoes,Lauren Wolk,C.E. Murphy,"Baltimore, Maryland",,2
23128387-a-silent-voice-vol-1,,Yoshitoki Ōima,Ōgaki,35.35936111111111 136.6128611111111,1
20454635-the-last-american-vampire,Seth Grahame-Smith,Seth Grahame-Smith,"Rockville Centre, New York",40.663333333333334 -73.63694444444444,1
15753060-oleander-girl,Chitra Banerjee Divakaruni,Chitra Banerjee Divakaruni,Kolkata,22.5675 88.37,1
3479967-through-black-spruce,Joseph Boyden,Joseph Boyden,"Willowdale, Toronto",43.78722222222222 -79.42944444444444,1
100480.Trouble_with_Trolls,Jan Brett,Jan Brett,"Norwell, Massachusetts",42.16166666666667 -70.79444444444445,1
13456414-a-short-stay-in-hell,Steven L. Peck,Steven L. Peck,,,2
4660.The_158_Pound_Marriage,John Irving,John Irving,"Exeter, New Hampshire",42.98138888888889 -70.94777777777777,1
77514.Cold_is_the_Grave,Peter Robinson,Peter Robinson,,,2
35449431-mr-fixer-upper,Lucy Score,Lucy Score,,,2
10593913-avengers,Allan Heinberg,Allan Heinberg,,,2
24499258-slade-house,David Mitchell,David Mitchell,,,2
39345774-kaas,Willem Elsschot,Willem Elsschot,Belgium,50.85 4.35,1
18485945-the-destiny-of-violet-luke,Jessica Sorensen,Jessica Sorensen,,,2
13140786-siyah-kan,Jean Christophe Grange,Jean-Christophe Grangé,,,2
36055526-obsession-mine,Anna Zaires,Anna Zaires,,,2
34733250-night-of-cake-puppets,Laini Taylor,Laini Taylor,"Chico, California",39.74 -121.83555555555556,1
511718.Dustbin_Baby,Jacqueline Wilson,Jacqueline Wilson,"Bath, Somerset",51.38 -2.36,1
49673.The_Napoleon_of_Notting_Hill,Gilbert Keith Chesterton,G.K. Chesterton,,,2
161402.Three_Lives,Gertrude Stein,Gertrude Stein,"Allegheny, Pennsylvania",40.44166666666667 -80.0,1
31371568-havoc,Edward Phillips Oppenheim,Jamie Shaw,,,2
27415371-baby-doll,Tennessee Williams,Hollie Overton,"Columbus, Mississippi",33.501666666666665 -88.415,2
12190368-la-torre-elevada,,Lawrence Wright,Oklahoma City,35.46861111111111 -97.5213888888889,1
37647551-the-tenth-island,,Diana Marcum,,,2
30303793-dark-tales,Ruth Brown,Shirley Jackson,San Francisco,37.7775 -122.41638888888889,1
37586799-half-a-king,Joe Abercrombie,Joe Abercrombie,,,2
364550.Two_Treatises_of_Government,John Locke,John Locke,Wrington,51.361 -2.763,1
1503431.Man_of_the_Family,Edward Steichen,Ralph Moody,Luxembourg,49.81444444444445 6.131666666666667,2
5982209-under-mr-nolan-s-bed,Selena Kitt,Selena Kitt,,,2
4296443-all-the-broken-pieces,Ann E. Burg,Ann E. Burg,,,2
38395454-time-s-convert,Deborah E. Harkness,Deborah Harkness,Pennsylvania,41.0 -78.0,1
26067192-the-girl-from-summer-hill,Jude Deveraux,Jude Deveraux,"Fairdale, Kentucky",,1
17788420-safe-word,Molly Weatherfield,Teresa Mummert,,,2
29519514-broken-prince,Erin Watt,Erin Watt,,,2
159056.The_Talented_Clementine,Sara Pennypacker,Sara Pennypacker,,,2
22820427-sisters---free-preview-edition,,Raina Telgemeier,,,2
32990975-aqu-estoy,María Pilar Clavería Peguero,Jonathan Safran Foer,"Washington, D.C.",38.90472222222222 -77.01638888888888,1
41043456-lily-y-el-pulpo,Steven Rowley,Steven Rowley,,,2
32947014-my-champion,Glynnis Campbell,Alanea Alder,,,2
45046893-oona-out-of-order,Margarita Montimore,Margarita Montimore,,,2
13536595-emerald-star,Jacqueline Wilson,Jacqueline Wilson,"Bath, Somerset",51.38 -2.36,1
1087173.Chobits_Vol_8,Clamp,CLAMP,,,2
595397.Enthusiasm,Ronald Arbuthnott Knox,Polly Shulman,,,2
694997.The_Weirdstone_of_Brisingamen,Alan Garner,Alan Garner,Congleton,53.162 -2.217,1
160943.Martin_s_Big_Words,,Doreen Rappaport,,,2
105490.Fool_s_Puzzle,Patrick Quentin,Earlene Fowler,California,35.491035 -119.347852,1
875109.The_Raphael_Affair,Iain Pears,Iain Pears,,,2
94803.Frog_and_Toad_Together,Arnold Lobel,Arnold Lobel,,,2
389526.Butterfly,Giacomo Puccini,Kathryn Harvey,,,2
134203.Between_the_Bridge_and_the_River,Craig Ferguson,Craig Ferguson,Scotland,55.95305555555556 -3.188888888888889,1
60284.Battle_Angel_Alita_Volume_03,,Yukito Kishiro,,,2
95619.And_the_Shofar_Blew,Francine Rivers,Francine Rivers,,,2
34942.The_Tangle_Box,Terry Brooks,Terry Brooks,"Sterling, Illinois",41.79666666666667 -89.69333333333333,1
230003.Daring_to_Dream,Nora Roberts,Nora Roberts,"Silver Spring, Maryland",39.002441 -77.020791,1
1110299.For_the_Love_of_Lilah,Nora Roberts,Nora Roberts,"Silver Spring, Maryland",39.002441 -77.020791,1
491230.Courting_Catherine,Nora Roberts,Nora Roberts,"Silver Spring, Maryland",39.002441 -77.020791,1
247091.Master_of_Desire,Kinley MacGregor,Kinley MacGregor,,,2
6791619-blood-vines,Erica Spindler,Erica Spindler,,,2
70509.Absurdistan,Gary Shteyngart,Gary Shteyngart,Russia,55.755833333333335 37.617222222222225,1
551926.Anarchism_and_Other_Essays,Emma Goldman,Emma Goldman,Russian Empire,,1
189400.Mal_de_amores,Ángeles Mastretta,Ángeles Mastretta,Puebla,19.0 -97.88333333333334,1
64023.Celebration_of_Discipline,,Richard J. Foster,,,2
