1049,19470,29906017-reign-of-the-fallen,Sarah Glenn Marsh,Sarah Glenn Marsh,,,2
1050,19471,3595475-halo,Eric Nylund,Tobias S. Buckell,Grenada,12.05 -61.75,1
1051,19472,42649659-the-right-side-of-history,,Ben Shapiro,California,35.491035 -119.347852,1
1052,19473,30518319-a-dangerous-collaboration,Deanna Raybourn,Deanna Raybourn,Fort Worth,,1
1053,19474,35288768-my-angel,Melody Thomas,Alanea Alder,,,2
1054,19475,655533.Chibi_Vampire_Vol_02,,Yuna Kagesaki,,,2
1055,19476,514778.Swimming_Without_a_Net,MaryJanice Davidson,MaryJanice Davidson,,,2
1056,19477,699709.Borden_Chantry,Louis L'Amour,Louis L'Amour,"Jamestown, North Dakota",46.90555555555556 -98.70305555555555,1
1057,19478,3000014-my-lady-of-cleves,Margaret Campbell Barnes,Margaret Campbell Barnes,Rotherfield,51.04601 0.21916,1
1058,19479,543137.One_of_Ours,Willa Cather,Willa Cather,"Gore, Virginia",39.263888888888886 -78.33194444444445,1
1059,19480,13136.2nd_Chance,James Patterson,James Patterson,"Newburgh, New York",41.51972222222222 -74.0213888888889,1
1060,19481,226730.A_Rush_of_Wings,Adrian Phoenix,Kristen Heitzmann,,,2
1061,19482,8725.Comfort_Me_with_Apples,,Ruth Reichl,,,2
1062,19483,28104.Cupcake,Coco Simon,Rachel Cohn,"Silver Spring, Maryland",39.002441 -77.020791,1
1063,19484,2257948.Warriors,Andrea Pr,Erin Hunter,,,2
1064,19485,59250.The_Talisman,Sir Walter Scott,Lynne Ewing,,,2
1065,19486,60281.A_Fountain_Filled_with_Blood,Julia Spencer-Fleming,Julia Spencer-Fleming,"Plattsburgh, New York",44.695277777777775 -73.45833333333333,1
1066,19487,14286.Open_Secrets,Alice Munro,Alice Munro,"Wingham, Ontario",43.88777777777778 -81.31166666666667,1
1067,19488,161121.My_Own_Country,,Abraham Verghese,Addis Ababa,9.03 38.74,1
1068,19489,6521868-the-yellow-house,Gertrude Chandler Warner,Patricia Falvey,"Putnam, Connecticut",41.90611111111111 -71.87027777777777,2
1069,19490,823355.Caboose_Mystery,Gertrude Chandler Warner,Gertrude Chandler Warner,"Putnam, Connecticut",41.90611111111111 -71.87027777777777,1
1070,19491,1017309.I_Burn_for_You,Susan Sizemore,Susan Sizemore,,,2
1071,19492,7090641-the-taste-of-night,R. L. Stine,Vicki Pettersson,,,2
1072,19493,7884898-intrigues,Henry Fielding,Mercedes Lackey,Chicago,41.88194444444444 -87.62777777777778,1
1073,19494,47618.Sir_Thursday,Garth Nix,Garth Nix,Victoria (Australia),-37.0 144.0,1
1074,19495,6545740-the-vampire-and-the-virgin,Kerrelyn Sparks,Kerrelyn Sparks,,,2
1075,19496,235117.The_School_Story,Beverly Lyon Clark,Andrew Clements,"Camden, New Jersey",39.94 -75.105,1
1076,19497,62151.The_Higher_Power_of_Lucky,Susan Patron,Susan Patron,Los Angeles,34.05 -118.25,1
1077,19498,8262461-truth-in-the-dark,Britney Dehnert,Amy Lane,,,2
1078,19499,6070804-10,,Matsuri Hino,,,2
1079,19500,8081589-falling-from-grace,Richard North Patterson,S.L. Naeole,,,2
1080,19501,72819.The_Cat_Who_Dropped_a_Bombshell,Lilian Jackson Braun,Lilian Jackson Braun,"Chicopee, Massachusetts",42.14861111111111 -72.60833333333333,1
1081,19502,1421978.Madhouse,Nellie Bly,Rob Thurman,"Burrell Township, Armstrong County, Pennsylvania",40.670833333333334 -79.44194444444445,2
1082,19503,141372.Brian_s_Winter,Gary Paulsen,Gary Paulsen,Minneapolis,44.981944444444444 -93.26916666666666,1
1083,19504,30004.The_Continental_Op,Dashiell Hammett,Dashiell Hammett,"St. Mary's County, Maryland",38.25222222222222 -76.56361111111111,1
1084,19505,16528.My_Invented_Country,,Isabel Allende,Peru,-12.043333333333333 -77.02833333333334,1
1085,19506,4291946-everything-ravaged-everything-burned,Wells Tower,Wells Tower,Vancouver,49.26111111111111 -123.1138888888889,1
1086,19507,246245.The_Deerslayer,James Fenimore Cooper,James Fenimore Cooper,"Burlington, New Jersey",40.078307 -74.853328,1
1087,19508,513252.Sword_Breaker,Jennifer Roberson,Jennifer Roberson,,,2
1088,19509,593039.Remembered,Agatha Christie,Tamera Alexander,"DeKalb County, Georgia",33.77 -84.23,1
1089,19510,13072125-cowboy-casanova,Charlene Bright,Lorelei James,,,2
1090,19511,1497104.Tokyo_Crazy_Paradise_Vol_1,Yoshiki Nakamura,Yoshiki Nakamura,,,2
1091,19512,399898.Scandal_s_Bride,Helen Dickson,Stephanie Laurens,Ceylon,,1
1092,19513,297480.Stone_Cold,David Baldacci,Robert B. Parker,"Springfield, Massachusetts",42.10138888888889 -72.59027777777777,1
1093,19514,929964.Lectures_to_My_Students,Charles Haddon Spurgeon,Charles Haddon Spurgeon,,,2
1094,19515,706250.The_Meeting_Place,Richard Palmisano,Janette Oke,"Champion, Alberta",50.23972222222222 -113.14805555555556,1
1095,19516,625156.Touching_Evil,Kay Hooper,Kay Hooper,"Merced County, California",37.19 -120.71,1
1096,19517,3695377-mommywood,Tori Spelling,Tori Spelling,California,35.491035 -119.347852,1
1097,19518,107769.Murder_List,Julie Garwood,Julie Garwood,"Kansas City, Missouri",39.09972222222222 -94.57833333333333,1
1098,19519,2574912-bryant-may-investigate-the-victoria-vanishes,Christopher Fowler,Christopher Fowler,London,51.507222222222225 -0.1275,1
1099,19520,1705415.Bata_Bata_Pa_no_Ka_Ginawa_,Lualhati Bautista,Lualhati Bautista,Commonwealth of the Philippines,,1
1100,19521,129650.Mastering_the_Art_of_French_Cooking,Julia Child,Julia Child,"Pasadena, California",34.15611111111111 -118.13194444444444,1
1101,19522,430788.Goblin_Market,Christina Georgina Rosetti,Christina Rossetti,,,2
1102,19523,51726.The_Social_Construction_of_Reality,,Peter L. Berger,,,2
1103,19524,3873328-the-dust-of-100-dogs,A. S. King,A.S. King,"Reading, Pennsylvania",40.34166666666667 -75.9263888888889,2
1104,19525,7021.To_Be_a_King,Kathryn Lasky,Kathryn Lasky,"Indianapolis, Indiana",,1
1105,19526,8465337-cleopatra-s-moon,Vicky Alvear Shecter,Vicky Alvear Shecter,,,2
1106,19527,8601702-fables-vol-15,,Bill Willingham,,,2
1107,19528,142465.Flash_for_Freedom,George MacDonald Fraser,George MacDonald Fraser,Carlisle,54.891 -2.944,1
1108,19529,7624095-i-was-jane-austen-s-best-friend,Cora Harrison,Cora Harrison,,,2
1109,19530,152642.The_River_Between,Ngũgĩ wa Thiongʼo,Ngũgĩ wa Thiong'o,Kenya Colony,,1
1110,19531,873414.Imadoki_,,Yuu Watase,,,2
1111,19532,6918013-gospoda-glembajevi,Miroslav Krleža,Miroslav Krleža,Zagreb,45.81666666666667 15.983333333333333,1
1112,19533,604578.The_Captain_s_Daughter,Aleksandr Sergeyevich Pushkin,Alexander Pushkin,Russian Empire,,1
1113,19534,39963.A_Long_Way_from_Chicago,Richard Peck,Richard Peck,,,2
1114,19535,17841451-unbreak-me,Lexi Ryan,Lexi Ryan,,,2
1115,19536,625561.No_Unhallowed_Hand,Gerald N. Lund,Gerald N. Lund,,,2
1116,19537,8419432-sweet-possession,J. Daniels,Maya Banks,United States,38.88333333333333 -77.01666666666667,1
1117,19538,1123434.The_Widow_of_Larkspur_Inn,Lawana Blackwell,Lawana Blackwell,,,2
1118,19539,225379.Too_Late_to_Say_Goodbye,,Ann Rule,"Lowell, Michigan",42.93361111111111 -85.34194444444445,1
1119,19540,11674213-daughters-of-rome,Tessa Afshar,Kate Quinn,,,2
1120,19541,431806.Dragon_Ball_Z_Vol_1,,Akira Toriyama,Nagoya,35.18333333333333 136.9,1
1121,19542,7903236-unlocked,Rebecca Huxley-Binns,Karen Kingsbury,,,2
1122,19543,398479.The_Hunter_s_Moon,Eleanor Alice Burford Hibbert,O.R. Melling,,,2
1123,19544,898839.The_Mark_of_Zorro,Pauline Francis,Johnston McCulley,,,2
1124,19545,15822168-to-catch-a-bad-guy,Marie Astor,Marie Astor,,,2
1125,19546,761156.Mumbo_Jumbo,Ishmael Reed,Ishmael Reed,"Chattanooga, Tennessee",35.04555555555555 -85.26722222222222,1
1126,19547,531509.Herland,Charlotte Perkins Gilman,Charlotte Perkins Gilman,"Hartford, Connecticut",41.7625 -72.67416666666666,1
1127,19548,2341.Tommo_and_Hawk,Bryce Courtenay,Bryce Courtenay,Johannesburg,-26.204444444444444 28.045555555555556,1
1128,19549,2045569.Rogue,Wilkie Collins,Danielle Steel,Marylebone,51.5177 -0.147,2
1129,19550,13613441-heavy-issues,Funny Notebooks,Elle Aycart,,,2
1130,19551,18734993-cherry-girl,Ivan Caryll,Raine Miller,,,2
1131,19552,16084702-fifty-shades-duo,,E.L. James,,,2
1132,19553,421905.The_Castle_Corona,Sharon Creech,Sharon Creech,"South Euclid, Ohio",41.52194444444444 -81.52777777777777,1
1133,19554,17898670-freeing,Sinclair Lewis,E.K. Blair,,,2
1134,19555,13645069-find-me,Melvin Berger,Romily Bernard,,,2
1135,19556,276287.M_C_Escher,M. C. Escher,M.C. Escher,Leeuwarden,53.2 5.783333333333333,2
1136,19557,771507.Loving,Earl Derr Biggers,Henry Green,Gloucestershire,51.833333333333336 -2.1666666666666665,1
1137,19558,7252256-unspeakable,Sandra Brown,Laura Griffin,"Waco, Texas",31.551388888888887 -97.15583333333333,2
1138,19559,49051.Do_What_You_Are_,,Paul D. Tieger,,,2
1139,19560,6925661-accabadora,Michela Murgia,Michela Murgia,"Cabras, Sardinia",39.93333333333333 8.533333333333333,1
1140,19561,18483434-music-of-the-soul,Joy S. Berger,Katie Ashley,,,2
1141,19562,6361937-born-under-a-million-shadows,Andrea Busfield,Andrea Busfield,,,2
1142,19563,18079542-the-museum-of-intangible-things,Wendy Wunder,Wendy Wunder,,,2
1143,19564,266663.The_Battle_of_Jericho,Sharon M. Draper,Sharon M. Draper,,,2
1144,19565,419542.Silent_Honor,Danielle Steel,Danielle Steel,,,2
1145,19566,146191.The_Unsettling_of_America,,Wendell Berry,"Henry County, Kentucky",38.46 -85.12,1
1146,19567,23271683-reckless,P. G. Wodehouse,Priscilla West,,,2
1147,19568,18697821-ripped,Washington Irving,Katy Evans,New York City,40.71277777777778 -74.00611111111111,2
1148,19569,17372058-tease,Carl Hiaasen,C.D. Reiss,"Fort Lauderdale, Florida",26.133333333333333 -80.15,2
1149,19570,15774706-passion-for-the-game,Sylvia Day,Sylvia Day,,,2
1150,19571,7046510-veil-of-night,Linda Howard,Linda Howard,Alabama,33.0 -87.0,1
1151,19572,22168240-grace-s-guide,,Grace Helbig,,,2
1152,19573,603397.Damsel_Under_Stress,Shanna Swendson,Shanna Swendson,,,2
1153,19574,39872.Encyclopedia_of_an_Ordinary_Life,Amy Krouse Rosenthal,Amy Krouse Rosenthal,Chicago,41.88194444444444 -87.62777777777778,1
1154,19575,18110052-jacked,William Harrison Ainsworth,Tina Reber,Manchester,53.47944444444445 -2.245277777777778,2
1155,19576,209461.Sunset_Limited,Cormac McCarthy,James Lee Burke,Houston,29.762777777777778 -95.38305555555556,1
1156,19577,571942.Dixie_City_Jam,James Lee Burke,James Lee Burke,Houston,29.762777777777778 -95.38305555555556,1
1157,19578,23278051-the-art-of-possibility,,Rosamund Stone Zander,,,2
1158,19579,122904.Something_Upstairs,Avi,Avi,,,2
1159,19580,4519.A_Framework_for_Understanding_Poverty,Ruby K. Payne,RuK. Payne,,,2
1160,19581,18343353-diary-ng-panget-3,,HaveYouSeenThisGirL,"San Pablo, Laguna",,1
1161,19582,82882.The_Rabbi_s_Cat,Joann Sfar,Joann Sfar,,,2
1162,19583,6917482-the-cult-of-osiris,Andy McDermott,Andy McDermott,"Halifax, West Yorkshire",53.725 -1.863,1
1163,19584,17185496-the-sacred-lies-of-minnow-bly,Stephanie Oakes,Stephanie Oakes,,,2
1164,19585,15818260-a-dash-of-magic,Kathryn Littlewood,Kathryn Littlewood,,,2
1165,19586,569430.D_Gray_man_Vol_2,Katsura Hoshino,Katsura Hoshino,,,2
1166,19587,18666006-close-your-eyes-hold-hands,Christopher A. Bohjalian,Chris Bohjalian,"White Plains, New York",41.04 -73.7786111111111,1
1167,19588,21003754-peanut-goes-to-school,Thea Harrison,Thea Harrison,,,2
1168,19589,2447.The_Future_of_Freedom,Farid Zakariya,Fareed Zakaria,Mumbai,19.07611111111111 72.8775,1
1169,19590,17368237-how-to-betray-a-dragon-s-hero,Cressida Cowell,Cressida Cowell,London,51.507222222222225 -0.1275,1
1170,19591,17333872-forgotten-sins,Rebecca Zanetti,Rebecca Zanetti,,,2
1171,19592,7703038-nemesis,Agatha Christie,Philip Roth,"Newark, New Jersey",40.72422 -74.172574,1
1172,19593,22543699-satin-island,Tom McCarthy,Tom McCarthy,,,2
1173,19594,74773.Golden_Fox,Wilbur Smith,Wilbur Smith,Northern Rhodesia,-14.116666666666667 27.633333333333333,1
1174,19595,372385.Back_Spin,Harlan Coben,Harlan Coben,"Newark, New Jersey",40.72422 -74.172574,1
1175,19596,23125407-mireasa-fara-voie,,Jo Beverley,Blackpool,53.814166666666665 -3.0502777777777776,1
1176,19597,6403180-robe-de-mari,Pierre Lemaitre,Pierre Lemaitre,,,2
1177,19598,25893956-the-other-side-of-silence,Pauline Schokman,Philip Kerr,Edinburgh,55.95333333333333 -3.1891666666666665,1
1178,19599,16174363-dark-space,Jasper T. Scott,Lisa Henry,,,2
1179,19600,117367.Fancy_Pants,Susan Elizabeth Phillips,Susan Elizabeth Phillips,"Cincinnati, Ohio",,1
1180,19601,34825003-the-queen-and-the-cure,Amy Harmon,Amy Harmon,,,2
1181,19602,18222557-half-a-chance,Frederic Stewart Isham,Cynthia Lord,,,2
1182,19603,355897.La_prosivendola,Daniel Pennac,Daniel Pennac,Casablanca,33.53333333333333 -7.583333333333333,1
1183,19604,24612600-sunny-side-up,Patricia Reilly Giff,Jennifer L. Holm,California,35.491035 -119.347852,1
1184,19605,18368191-what-a-girl-wants,Liz Maverick,Lindsey Kelk,Doncaster,53.52312 -1.1339,1
1185,19606,13487103-tea-for-two-and-a-piece-of-cake,Preeti Shenoy,Preeti Shenoy,,,2
1186,19607,60154.The_Sailor_on_the_Seas_of_Fate,Michael Moorcock,Michael Moorcock,,,2
1187,19608,18106007-embrace,Sandra Brown,S.E. Hall,"Waco, Texas",31.551388888888887 -97.15583333333333,2
1188,19609,32321655-il-libro-dei-baltimore,Joël Dicker,Joël Dicker,Geneva,46.20166666666667 6.146944444444444,1
1189,19610,32738765-final-girls,Riley Sager,Riley Sager,,,2
1190,19611,31385798-heran-a-fatal,,Sophie Hannah,,,2
1191,19612,36301024-we-crossed-a-bridge-and-it-trembled,,Wendy Pearlman,,,2
1192,19613,17201111-tied-with-me,Kristen Proby,Kristen Pro,,,2
1193,19614,9739365-seal-team-six,Howard E. Wasdin,Howard E. Wasdin,,,2
1194,19615,11299997-la-ragazza-di-bube,Carlo Cassola,Carlo Cassola,Rome,41.89333333333333 12.482777777777777,1
1195,19616,26244626-a-treacherous-curse,Deanna Raybourn,Deanna Raybourn,Fort Worth,,1
1196,19617,34023624-groupie,Jenny Fabian,C.M. Stunich,,,2
1197,19618,50402531-faked,Peter Carey,Karla Sorensen,,,2
1198,19619,72989.Weapons_of_Choice,John Birmingham,John Birmingham,Liverpool,53.4075 -2.9919444444444445,1
1199,19620,885500.The_Tale_of_Tom_Kitten,Beatrix Potter,Beatrix Potter,West Brompton,51.4861 -0.1944,1
1200,19621,2865944-if-you-give-a-cat-a-cupcake,Laura Joffe Numeroff,Laura Joffe Numeroff,,,2
1201,19622,28109.Shrimp,L. P. Hartley,Rachel Cohn,"Silver Spring, Maryland",39.002441 -77.020791,1
1202,19623,181427.The_Becoming,Jessica Meigs,Lynne Ewing,,,2
1203,19624,93361.Tree_House_Mystery,Gertrude Chandler Warner,Gertrude Chandler Warner,"Putnam, Connecticut",41.90611111111111 -71.87027777777777,1
1204,19625,8076962-cheat-the-grave,Vicki Pettersson,Vicki Pettersson,,,2
1205,19626,6192165-full-moon,P. G. Wodehouse,Rachel Hawthorne,,,2
1206,19627,122731.Be_My_Baby,Ronnie Spector,Susan Andersen,,,2
1207,19628,450915.The_Serpent_Prince,Elizabeth Hoyt,Elizabeth Hoyt,,,2
1208,19629,108395.The_Cat_Who_Went_Bananas,Lilian Jackson Braun,Lilian Jackson Braun,"Chicopee, Massachusetts",42.14861111111111 -72.60833333333333,1
1209,19630,39796.Sidetracked,"Young, Pam",Henning Mankell,Stockholm,59.32944444444445 18.06861111111111,1
1210,19631,6287482-the-mane-squeeze,Shelly Laurenston,Shelly Laurenston,,,2
1211,19632,1951125.The_Lace_Reader,Brunonia Barry,Brunonia Barry,"Salem, Massachusetts",42.519444444444446 -70.89722222222223,1
1212,19633,116475.Rowan_and_the_Keeper_of_the_Crystal,Emily Rodda,Emily Rodda,,,2
1213,19634,300678.Sin_City_Vol_7,,Frank Miller,,,2
1214,19635,513267.Sword_Maker,Robert Barr,Jennifer Roberson,,,2
1215,19636,823580.A_Rake_s_Vow,Stephanie Laurens,Stephanie Laurens,Ceylon,,1
1216,19637,22649.Bookends,Jane Green,Jane Green,,,2
1217,19638,64924.Darwin_s_Children,Greg Bear,Greg Bear,California,35.491035 -119.347852,1
1218,19639,94063.Rainbow_High,Steve Foxe,Alex Sanchez,,,2
1219,19640,1144084.Light_in_Shadow,Jayne Ann Krentz,Jayne Ann Krentz,"Cobb, California",38.82222222222222 -122.72305555555556,1
1220,19641,47559.Amphigorey,Edward Gorey,Edward Gorey,Chicago,41.88194444444444 -87.62777777777778,1
1221,19642,101384.The_Mango_Season,Amulya Malladi,Amulya Malladi,"Sagar, Madhya Pradesh",23.83 78.71,1
1222,19643,37755.It_s_Not_the_End_of_the_World,Judy Blume,Judy Blume,"Elizabeth, New Jersey",40.663 -74.214,1
1223,19644,9918053-until-the-end,Brian Greene,Christopher Pike,New York City,40.71277777777778 -74.00611111111111,2
1224,19645,58095.Suicide,Emile Durkheim,Émile Durkheim,Épinal,48.1744 6.4512,1
1225,19646,8253491-storm-runners,T. Jefferson Parker,Roland Smith,"Portland, Oregon",45.523064 -122.676483,1
1226,19647,360918.Double_or_Die,Charles Higson,Charlie Higson,Frome,51.2279 -2.3215,1
1227,19648,34495.The_Bromeliad_Trilogy,,Terry Pratchett,Beaconsfield,51.600873 -0.634682,1
1228,19649,282083.Skippyjon_Jones_and_the_Big_Bones,Judith Byron Schachner,Judy Schachner,,,2
1229,19650,13548152-covet,Lizzy Armentrout,Melissa Darnell,,,2
1230,19651,13602986-scandalous,Richard Brinsley Sheridan,Ella Steele,Dublin,53.35 -6.260277777777778,2
1231,19652,1044380.An_Undeniable_Rogue,Annette Blair,Annette Blair,,,2
1232,19653,10819494-the-vampire-s-warden,S. J. Wright,S.J. Wright,,,2
1233,19654,1087196.Kamichama_Karin_Vol_01,,Koge-Donbo*,,,2
1234,19655,590349.The_Book_of_Jhereg,Steven Brust,Steven Brust,"St. Paul, Minnesota",,1
1235,19656,2646320-if-god-was-a-banker,Ravi Subramanian,Ravi Subramanian,,,2
1236,19657,10050155-the-golden-acorn,"Beck, Ian.",Catherine Cooper,,,2
1237,19658,7970507-resonate,,Nancy Duarte,,,2
1238,19659,12369649-hooked,Len Deighton,Liz Fichera,Marylebone,51.5177 -0.147,2
1239,19660,6601254-sweet-temptation,Mary Tilling,Maya Banks,United States,38.88333333333333 -77.01666666666667,1
1240,19661,2677842-hidden,George MacDonald,Cathy Glass,Aberdeenshire (traditional),,2
1241,19662,24774.Clockwork,Anthony Burgess,Philip Pullman,Norwich,52.63 1.297,1
1242,19663,2016758.Quarantine,Greg Egan,Jim Crace,St Albans,51.755 -0.336,1
1243,19664,51741.Sarah_s_Quilt,Nancy E. Turner,Nancy E. Turner,,,2
1244,19665,13344505-coming-home,Eric Knight,Karen Kingsbury,Menston,53.8912 -1.7344,2
1245,19666,6382952-the-eternal-kiss,,Trisha Telep,,,2
1246,19667,18449070-scorched,James Dashner,Melody Anne,"Austell, Georgia",33.81583333333333 -84.6361111111111,2
1247,19668,76667.Wielding_a_Red_Sword,Piers Anthony,Piers Anthony,Oxford,51.75194444444445 -1.2577777777777777,1
1248,19669,17874546-falling,Wilkie Collins,E.K. Blair,Marylebone,51.5177 -0.147,2
1249,19670,14800895-panic,Sylvia Plath,Sharon M. Draper,"Boston, Massachusetts",,2
1250,19671,18284906-where-the-stars-still-shine,Trish Doller,Trish Doller,,,2
1251,19672,17372145-the-party,Антон Павлович Чехов,Katie Ashley,,,2
1252,19673,6433341-untraceable,Sergei Lebedev,Laura Griffin,,,2
1253,19674,11202715-deadly-descendant,Jenna Black,Jenna Black,,,2
1254,19675,7607561-harvest-hunting,Yasmine Galenorn,Yasmine Galenorn,,,2
1255,19676,14999965-linked,Agatha Christie,Imogen Howson,Devon,50.71666666666667 -3.716666666666667,2
1256,19677,52878.Indian_Killer,Sherman Alexie,Sherman Alexie,"Spokane, Washington",47.65888888888889 -117.425,1
1257,19678,8462639-the-amish-midwife,Dana R. Lynn,Mindy Starns Clark,,,2
1258,19679,18954196-manalive,Gilbert Keith Chesterton,G.K. Chesterton,,,2
1259,19680,17258795-beg,Anna Akhmatova,C.D. Reiss,Russian Empire,,2
1260,19681,31157.The_Rising,,Tim LaHaye,,,2
1261,19682,13752.The_Master_of_Go,川端康成,Yasunari Kawabata,Osaka,34.693888888888885 135.50222222222223,1
1262,19683,15774718-a-passion-for-him,Sylvia Day,Sylvia Day,,,2
1263,19684,1841669.Zemsta,"Fredro, Aleksander hrabia",Aleksander Fredro,Surochów,50.03333333333333 22.766666666666666,1
1264,19685,55020.Last_Car_to_Elysian_Fields,James Lee Burke,James Lee Burke,Houston,29.762777777777778 -95.38305555555556,1
1265,19686,867099.A_Stained_White_Radiance,James Lee Burke,James Lee Burke,Houston,29.762777777777778 -95.38305555555556,1
1266,19687,16044981-fly-away,Jodi Picocell,Kristin Hannah,"Garden Grove, California",33.778888888888886 -117.96027777777778,1
1267,19688,969275.Dragon_Ball_Vol_1,,Akira Toriyama,Nagoya,35.18333333333333 136.9,1
1268,19689,18224293-in-the-beginning,G. A. Henty,London Miller,"Trumpington, Cambridgeshire",,2
1269,19690,23297931-day-21,,Kass Morgan,New York City,40.71277777777778 -74.00611111111111,1
1270,19691,129356.Ghost_Rider,,Neil Peart,"Hamilton, Ontario",43.25666666666667 -79.86916666666667,1
1271,19692,9618041-the-lost-relic,Charles H. Lesser,Scott Mariani,,,2
1272,19693,58822.Big_Stone_Gap,Adriana Trigiani,Adriana Trigiani,"Big Stone Gap, Virginia",36.88166666666667 -82.74722222222222,1
1273,19694,23523012-the-chimes,Charles Dickens,Anna Smaill,Auckland,-36.840555555555554 174.74,1
1274,19695,22875.The_One_Tree,Susan Cooper,Stephen R. Donaldson,"Cleveland, Ohio",,1
1275,19696,17182499-illusive,Honoré de Balzac,Emily Lloyd-Jones,Tours,47.393611 0.689167,2
1276,19697,769902.Sandkings,George R. R. Martin,George R.R. Martin,"Bayonne, New Jersey",40.66253 -74.110192,2
1277,19698,21003662-pia-saves-the-day,Thea Harrison,Thea Harrison,,,2
1278,19699,13546400-olivia-and-the-fairy-princesses,Ian Falconer,Ian Falconer,,,2
1279,19700,77504.Blue_Mars,Kim Stanley Robinson,Kim Stanley Robinson,"Waukegan, Illinois",42.37027777777778 -87.8711111111111,1
1280,19701,8664368-the-finkler-question,Howard Jacobson,Howard Jacobson,Manchester,53.47944444444445 -2.245277777777778,1
1281,19702,23011613-until-series,Aurora Rose Reynolds,Aurora Rose Reynolds,,,2
1282,19703,23602473-god-help-the-child,Toni Morrison,Toni Morrison,"Lorain, Ohio",41.44833333333333 -82.16888888888889,1
1283,19704,248.Big_Sur_and_the_Oranges_of_Hieronymus_Bosch,Henry Miller,Henry Miller,New York City,40.71277777777778 -74.00611111111111,1
1284,19705,46987.The_Hearing_Trumpet,Leonora Carrington,Leonora Carrington,Clayton-le-Woods,53.697 -2.66,1
1285,19706,71823.The_Green_Mile_Part_6,,Stephen King,Maine,45.0 -69.0,1
1286,19707,11958583-skinny,Carl Hiaasen,Donna Cooner,"Fort Lauderdale, Florida",26.133333333333333 -80.15,2
1287,19708,18453226-the-skin-collector,Jeffery Deaver,Jeffery Deaver,"Glen Ellyn, Illinois",41.87111111111111 -88.06305555555555,1
1288,19709,10049436-the-single-girl-s-to-do-list,Lindsey Kelk,Lindsey Kelk,Doncaster,53.52312 -1.1339,1
1289,19710,6394175-astonishing-x-men-omnibus,Joss Whedon,Joss Whedon,New York City,40.71277777777778 -74.00611111111111,1
1290,19711,30220.Like_a_Velvet_Glove_Cast_in_Iron,Daniel Clowes,Daniel Clowes,"Chicago, Illinois",,1
1291,19712,1438635.Signor_Malauss_ne,Daniel Pennac,Daniel Pennac,Casablanca,33.53333333333333 -7.583333333333333,1
1292,19713,31198259-the-last-second-chance,Lucy Score,Lucy Score,,,2
1293,19714,69711.A_Small_Place,Jamaica Kincaid,Jamaica Kincaid,"St. John's, Antigua and Barbuda",17.116666666666667 -61.85,1
1294,19715,17279511-my-sweetest-escape,Chelsea M. Cameron,Chelsea M. Cameron,,,2
1295,19716,131633.The_Weird_of_the_White_Wolf,Michael Moorcock,Michael Moorcock,,,2
1296,19717,41750903-gmorning-gnight,Lin-Manuel Miranda,Lin-Manuel Miranda,,,2
1297,19718,124674.Secret_Seven_Win_Through,Enid Blyton,Enid Blyton,East Dulwich,51.462 -0.084,1
1298,19719,17238370-l-isola-delle-farfalle,Corina Bomann,Corina Bomann,,,2
1299,19720,292706.Monkey_Beach,Eden Robinson,Eden Robinson,"Kitimat, British Columbia",,1
1300,19721,18615455-an-imperfect-witch,,Debora Geary,,,2
1301,19722,23301545-the-sleeper-and-the-spindle,Neil Gaiman,Neil Gaiman,Portchester,50.842 -1.12,1
1302,19723,16007365-un-polpo-alla-gola,Zerocalcare,Zerocalcare,,,2
1303,19724,52862007-mr-mayfair,Louise Bay,Louise Bay,,,2
1304,19725,85791.Treason,,Ann Coulter,New York City,40.71277777777778 -74.00611111111111,1
1305,19726,17300028-masters-at-arms-nobody-s-angel,Kallypso Masters,Kallypso Masters,,,2
1306,19727,22238177-ellie-s-story,W. Bruce Cameron,W. Bruce Cameron,,,2
1307,19728,25131600-aftermath,Peter Robinson,Chuck Wendig,"New Hope, Pennsylvania",40.36416666666667 -74.95138888888889,1
1308,19729,51976550-riot-house,Callie Hart,Callie Hart,,,2
1309,19730,49240812-devious-lies,Parker S. Huntington,Parker S. Huntington,,,2
1310,19731,31117059-a-piece-of-the-world,Christina Baker Kline,Christina Baker Kline,,,2
1311,19732,576147.Chibi_Vampire_Vol_04,,Yuna Kagesaki,,,2
1312,19733,7962.Heartfire,Orson Scott Card,Orson Scott Card,"Richland, Washington",46.27972222222222 -119.28138888888888,1
1313,19734,16449.Oh_My_Stars,Lorna Landvik,Lorna Landvik,,,2
1314,19735,31680.Jane_and_the_Man_of_the_Cloth,"Barron, Stephanie",Stephanie Barron,,,2
1315,19736,149150.Giant,Roald Dahl,Edna Ferber,"Kalamazoo, Michigan",42.29 -85.58583333333333,1
1316,19737,458322.Blood_Dreams,Kay Hooper,Kay Hooper,"Merced County, California",37.19 -120.71,1
1317,19738,77740.In_Enemy_Hands,David Weber,David Weber,Cleveland,41.48222222222222 -81.66972222222222,1
1318,19739,272752.Seedfolks,Paul Fleischman,Paul Fleischman,"Monterey, California",36.60305555555556 -121.89361111111111,1
1319,19740,40189.A_Year_in_Provence,Peter Mayle,Peter Mayle,Brighton,50.82838 -0.13947,1
1320,19741,224615.Gravitation_Volume_01,,Maki Murakami,,,2
1321,19742,428108.Private_Demon,Judy Oppenheimer,Lynn Viehl,,,2
